"Year","Group","Type","Stdev","SE","Value","Scale"
2012,"nr_sole",NA,191215.448295282,9861.18379923266,1942179.83199766,1.87581363416382e-06
2013,"nr_sole",NA,139259.292065739,7181.7496287781,1763336.23632795,1.87581363416382e-06
2014,"nr_sole",NA,131761.924111326,6795.10239881801,1872565.44223139,1.87581363416382e-06
2015,"nr_sole",NA,130897.99185667,6750.54849467901,1422772.94472089,1.87581363416382e-06
2016,"nr_sole",NA,132544.502888084,6835.46081767898,1469269.93451091,1.87581363416382e-06
2017,"nr_sole",NA,101705.505735499,5245.06097385448,1347367.23386173,1.87581363416382e-06
2018,"nr_sole",NA,117246.54932179,6046.52910105117,1060206.65588663,1.87581363416382e-06
2019,"nr_sole",NA,92582.9755366706,4774.60240051901,986242.688065953,1.87581363416382e-06
2021,"nr_sole",NA,88632.9828764789,4570.89708290461,1044957.9787978,1.87581363416382e-06
2022,"nr_sole",NA,114974.581235838,5929.36129331756,1307536.86389482,1.87581363416382e-06
2023,"nr_sole",NA,141516.811890638,7298.17232434063,1389429.74542255,1.87581363416382e-06
1982,"octopus",NA,2821.68317787636,195.179906658467,13083.7356108234,1.87581363416382e-06
1983,"octopus",NA,1934.96640551024,138.56582237525,3277.22879373275,1.87581363416382e-06
1984,"octopus",NA,985.202699333126,60.4066532327919,2487.01570276872,1.87581363416382e-06
1985,"octopus",NA,1425.00171102556,95.8559882405091,2581.66525022604,1.87581363416382e-06
1986,"octopus",NA,267.075862225117,17.9654666451944,481.512782512436,1.87581363416382e-06
1987,"octopus",NA,3945.67833720083,272.27767287455,7670.00514083547,1.87581363416382e-06
1988,"octopus",NA,2670.97912683761,183.443599578796,9883.24141173815,1.87581363416382e-06
1989,"octopus",NA,1557.88742360275,115.7968602476,4978.46747416244,1.87581363416382e-06
1990,"octopus",NA,5524.47359321966,353.66818107376,11608.9726615679,1.87581363416382e-06
1991,"octopus",NA,2662.07217958119,187.768094096674,8033.50617655787,1.87581363416382e-06
1992,"octopus",NA,2306.24560631624,140.35363796962,5638.33279688632,1.87581363416382e-06
1993,"octopus",NA,531.674655487245,37.3162453092181,1600.87111622359,1.87581363416382e-06
1994,"octopus",NA,813.176634543552,61.6467615731543,2277.49545358974,1.87581363416382e-06
1995,"octopus",NA,1714.69572762781,128.521878484286,2931.34185748676,1.87581363416382e-06
1996,"octopus",NA,1209.53721569699,77.7519970288035,1820.65288399089,1.87581363416382e-06
1997,"octopus",NA,99.1123246766968,6.34501640725022,257.144666168653,1.87581363416382e-06
1998,"octopus",NA,648.144340853644,40.1962056466396,1288.77153865025,1.87581363416382e-06
1999,"octopus",NA,427.461840191997,28.6893602417789,842.950194275673,1.87581363416382e-06
2000,"octopus",NA,819.825492686911,55.6533808024588,2051.29249960853,1.87581363416382e-06
2001,"octopus",NA,1789.31499952834,105.619924862707,5917.62285887482,1.87581363416382e-06
2002,"octopus",NA,1072.05824931286,73.4562208706639,2528.69767436277,1.87581363416382e-06
2003,"octopus",NA,3138.11746439081,201.725830839152,7561.55193392724,1.87581363416382e-06
2004,"octopus",NA,1496.2029585724,96.3789050204938,4999.23925153672,1.87581363416382e-06
2005,"octopus",NA,2421.40821599446,140.268411782236,9799.9957525336,1.87581363416382e-06
2006,"octopus",NA,610.392855797579,39.1567199562397,1854.09199921474,1.87581363416382e-06
2007,"octopus",NA,615.780179502512,41.8018823837031,2259.1925287309,1.87581363416382e-06
2008,"octopus",NA,485.912848956679,31.1713237942041,1175.43565284884,1.87581363416382e-06
2009,"octopus",NA,526.505078440038,33.433105914065,1027.07375468729,1.87581363416382e-06
2010,"octopus",NA,385.924701164716,24.7570811227083,817.670672453389,1.87581363416382e-06
2011,"octopus",NA,1031.46748278854,60.885600388511,3590.61635743988,1.87581363416382e-06
2012,"octopus",NA,828.284443918092,48.8920848227608,2615.39358918653,1.87581363416382e-06
2013,"octopus",NA,867.425366469264,55.6453632036599,1816.92808937105,1.87581363416382e-06
2014,"octopus",NA,1130.24223833591,79.1327848234509,2355.03535989305,1.87581363416382e-06
2015,"octopus",NA,1488.39972418444,87.8574577843885,5204.11207871479,1.87581363416382e-06
2016,"octopus",NA,3234.1270441801,245.178538487856,7622.37076980106,1.87581363416382e-06
2017,"octopus",NA,983.536985644082,56.2250671577627,4061.79272442608,1.87581363416382e-06
2018,"octopus",NA,1365.47450119443,73.5146759164984,5319.8093628569,1.87581363416382e-06
2019,"octopus",NA,1377.07059445302,81.2859070399063,5978.62793082987,1.87581363416382e-06
2021,"octopus",NA,1500.56306375012,96.2611654213492,5065.31138242114,1.87581363416382e-06
2022,"octopus",NA,1226.94505276508,75.9459921659576,4969.11861798118,1.87581363416382e-06
2023,"octopus",NA,761.773729803917,46.6197951646738,2487.545427711,1.87581363416382e-06
1982,"opilio",NA,48243.4736322659,2639.76542921504,508433.218295702,1.87581363416382e-06
1983,"opilio",NA,31346.698346043,1668.41640680898,341497.972008366,1.87581363416382e-06
1984,"opilio",NA,21992.6524690247,1167.24879690169,273190.824876003,1.87581363416382e-06
1985,"opilio",NA,10523.0894669529,556.162559958101,137770.29051551,1.87581363416382e-06
1986,"opilio",NA,17366.7004976735,923.029717427305,177811.750614507,1.87581363416382e-06
1987,"opilio",NA,56459.3634041114,2975.66972666916,624413.796154941,1.87581363416382e-06
1988,"opilio",NA,54366.6626849285,2814.99908880351,632210.269148515,1.87581363416382e-06
1989,"opilio",NA,58947.0758865353,3052.16389444167,710833.656095944,1.87581363416382e-06
1990,"opilio",NA,72142.6006590542,3745.45720522212,766792.326426978,1.87581363416382e-06
1991,"opilio",NA,88063.8432949165,4565.89757745691,806858.05493933,1.87581363416382e-06
1992,"opilio",NA,50284.086998135,2665.05128080392,524127.577826884,1.87581363416382e-06
1993,"opilio",NA,67486.2542369159,3484.97518343327,556098.32443106,1.87581363416382e-06
1994,"opilio",NA,42420.3596299514,2187.66300981353,532915.999752531,1.87581363416382e-06
1995,"opilio",NA,41578.7698002169,2144.26132826236,579360.955919619,1.87581363416382e-06
1996,"opilio",NA,39343.5078564373,2031.69000945816,573784.500117748,1.87581363416382e-06
1997,"opilio",NA,34559.7408267074,1782.28254769317,504218.126973289,1.87581363416382e-06
1998,"opilio",NA,25060.199129527,1294.10311841733,325503.978192876,1.87581363416382e-06
1999,"opilio",NA,11078.2631479865,573.610722582623,137957.609265683,1.87581363416382e-06
2000,"opilio",NA,59665.0143487627,3093.48688725323,232636.903518567,1.87581363416382e-06
2001,"opilio",NA,44877.6264398836,2317.47066425316,315922.239121045,1.87581363416382e-06
2002,"opilio",NA,21899.6107054455,1130.89103400822,153023.297369721,1.87581363416382e-06
2003,"opilio",NA,24549.436614126,1266.04052537466,189741.781836412,1.87581363416382e-06
2004,"opilio",NA,24864.035076199,1283.97325026181,224682.349882426,1.87581363416382e-06
2005,"opilio",NA,37397.9735855459,1936.39367155037,341092.479035023,1.87581363416382e-06
2006,"opilio",NA,28153.7123917178,1451.91685609386,234636.111357609,1.87581363416382e-06
2007,"opilio",NA,32909.4174954295,1697.17362033934,288718.551481491,1.87581363416382e-06
2008,"opilio",NA,21368.9273650837,1103.48666415047,231198.467300028,1.87581363416382e-06
2009,"opilio",NA,30536.3085003209,1574.7898684772,257019.479650714,1.87581363416382e-06
2010,"opilio",NA,41894.6701496002,2160.55264486509,442036.113091732,1.87581363416382e-06
2011,"opilio",NA,46133.6621803583,2587.04731170342,474476.362131429,1.87581363416382e-06
2012,"opilio",NA,41958.2184219116,2163.82989677634,375803.83191522,1.87581363416382e-06
2013,"opilio",NA,36200.7038389535,2030.03466714181,327986.950197137,1.87581363416382e-06
2014,"opilio",NA,64478.9931934232,3325.25017585364,403081.771772332,1.87581363416382e-06
2015,"opilio",NA,24988.2328127462,1288.66971147638,249034.782503358,1.87581363416382e-06
2016,"opilio",NA,33916.3323913728,1749.10129118186,250334.219340468,1.87581363416382e-06
2017,"opilio",NA,49527.9741966237,2777.39087780559,409474.962308344,1.87581363416382e-06
2018,"opilio",NA,81405.8612794893,4198.18674468306,764919.323049057,1.87581363416382e-06
2019,"opilio",NA,56571.4442776606,2917.44947797623,439776.786586971,1.87581363416382e-06
2021,"opilio",NA,19539.9001841746,1007.69340998669,110334.088101079,1.87581363416382e-06
2022,"opilio",NA,20086.6053902535,1035.88757823619,105344.313443015,1.87581363416382e-06
2023,"opilio",NA,11267.6491313301,581.084635472165,90590.3352205088,1.87581363416382e-06
1982,"oth_flatfish",NA,15857.1687400936,961.482082921298,108241.910243635,1.87581363416382e-06
1983,"oth_flatfish",NA,6667.81676833555,354.892077343494,73791.3888930054,1.87581363416382e-06
1984,"oth_flatfish",NA,7456.71322223768,395.761245704977,70458.2637887653,1.87581363416382e-06
1985,"oth_flatfish",NA,4555.63657849274,240.772874704727,50421.2156466445,1.87581363416382e-06
1986,"oth_flatfish",NA,5882.3537760361,312.643575815074,53498.7966405282,1.87581363416382e-06
1987,"oth_flatfish",NA,16553.7765048853,872.460627213651,81192.7314385477,1.87581363416382e-06
1988,"oth_flatfish",NA,7295.85553016112,377.765079833365,82594.9152260294,1.87581363416382e-06
1989,"oth_flatfish",NA,9677.84708222643,501.099927283185,84577.99631664,1.87581363416382e-06
1990,"oth_flatfish",NA,10302.1862429947,534.862859681536,89612.0886644562,1.87581363416382e-06
1991,"oth_flatfish",NA,11805.299000033,612.076240244179,111887.556127545,1.87581363416382e-06
1992,"oth_flatfish",NA,9281.95104142287,491.942421311553,89252.0693844752,1.87581363416382e-06
1993,"oth_flatfish",NA,9300.51034123013,480.276288837522,87239.9906097498,1.87581363416382e-06
1994,"oth_flatfish",NA,11317.9352707273,583.677945100493,95781.7156078422,1.87581363416382e-06
1995,"oth_flatfish",NA,6712.75813713587,346.184068181927,62117.4791393378,1.87581363416382e-06
1996,"oth_flatfish",NA,19039.5116649,983.196154641061,88960.2047752775,1.87581363416382e-06
1997,"oth_flatfish",NA,10265.7341006858,529.414812994538,102007.277094338,1.87581363416382e-06
1998,"oth_flatfish",NA,15351.9165646312,792.769562495766,95620.3802706262,1.87581363416382e-06
1999,"oth_flatfish",NA,12737.6598263309,659.53102570246,98973.574923612,1.87581363416382e-06
2000,"oth_flatfish",NA,10149.4221324711,526.223024040018,86638.9328151475,1.87581363416382e-06
2001,"oth_flatfish",NA,12782.5025748931,660.085594605528,101940.18089434,1.87581363416382e-06
2002,"oth_flatfish",NA,16184.1746608032,835.747185778706,112504.398965794,1.87581363416382e-06
2003,"oth_flatfish",NA,10443.3777451771,538.576084454098,105580.342874224,1.87581363416382e-06
2004,"oth_flatfish",NA,33140.0461180033,1711.34462276763,150787.844839194,1.87581363416382e-06
2005,"oth_flatfish",NA,25535.1914025802,1322.16209310588,147490.554818919,1.87581363416382e-06
2006,"oth_flatfish",NA,43129.9325582929,2224.25643951661,171401.08796479,1.87581363416382e-06
2007,"oth_flatfish",NA,17870.300489032,921.590380070825,159551.347624572,1.87581363416382e-06
2008,"oth_flatfish",NA,17315.0649859046,894.146111052102,126202.935043167,1.87581363416382e-06
2009,"oth_flatfish",NA,16242.2319799712,837.629157540316,112671.323041696,1.87581363416382e-06
2010,"oth_flatfish",NA,22989.4516346745,1185.59044279211,126097.278219551,1.87581363416382e-06
2011,"oth_flatfish",NA,16562.3661037018,854.138814383726,110370.504074584,1.87581363416382e-06
2012,"oth_flatfish",NA,11013.5185336725,567.978850584739,98386.5270056115,1.87581363416382e-06
2013,"oth_flatfish",NA,11875.083768439,612.410684993547,87955.5160242525,1.87581363416382e-06
2014,"oth_flatfish",NA,38108.1803458769,1965.27934324996,149870.511090904,1.87581363416382e-06
2015,"oth_flatfish",NA,16881.1284221983,870.577725773925,96140.9421036212,1.87581363416382e-06
2016,"oth_flatfish",NA,29898.6407656391,1541.90466599697,135030.708239637,1.87581363416382e-06
2017,"oth_flatfish",NA,66591.3702930523,3434.18770688704,238485.827928619,1.87581363416382e-06
2018,"oth_flatfish",NA,20019.173953944,1032.41006743243,129076.656879564,1.87581363416382e-06
2019,"oth_flatfish",NA,18079.6056272329,932.3844683954,125229.511888066,1.87581363416382e-06
2021,"oth_flatfish",NA,21865.3781861843,1127.6207809357,158400.491170512,1.87581363416382e-06
2022,"oth_flatfish",NA,21540.469599597,1110.8648999708,181230.630362418,1.87581363416382e-06
2023,"oth_flatfish",NA,21190.9452758945,1092.83955929325,150291.294207121,1.87581363416382e-06
1982,"oth_forage",NA,1298.69815651952,71.0616014654603,4663.42661661751,1.87581363416382e-06
1983,"oth_forage",NA,809.725658534296,43.0973482055204,3908.15672721104,1.87581363416382e-06
1984,"oth_forage",NA,2430.20934926023,128.982119966589,7890.57719780432,1.87581363416382e-06
1985,"oth_forage",NA,379.051418013936,20.1748713008715,1379.34345476799,1.87581363416382e-06
1986,"oth_forage",NA,550.919078522351,29.2810186622335,2966.18421377935,1.87581363416382e-06
1987,"oth_forage",NA,504.725119133109,27.7842033757319,2016.87143125178,1.87581363416382e-06
1988,"oth_forage",NA,835.033538477143,43.2363977085753,3082.20351637164,1.87581363416382e-06
1989,"oth_forage",NA,624.196390512733,32.3196639953934,2108.73751628964,1.87581363416382e-06
1990,"oth_forage",NA,875.204147159679,45.4383353119125,3587.7086239631,1.87581363416382e-06
1991,"oth_forage",NA,2131.31133138128,110.503344853699,9272.78328349827,1.87581363416382e-06
1992,"oth_forage",NA,2255.87839718492,119.561315928408,6305.76439039236,1.87581363416382e-06
1993,"oth_forage",NA,3838.91444988919,198.240689759144,8179.23359484524,1.87581363416382e-06
1994,"oth_forage",NA,2233.20334888949,115.168669063046,6007.70325246744,1.87581363416382e-06
1995,"oth_forage",NA,1333.86253499801,72.7681670630244,5110.65890551741,1.87581363416382e-06
1996,"oth_forage",NA,1769.76946102412,97.2753270893663,4623.23065850702,1.87581363416382e-06
1997,"oth_forage",NA,2191.14448032826,112.999648531662,7695.48113080749,1.87581363416382e-06
1998,"oth_forage",NA,1422.52330566081,73.4587876322167,6323.49778917018,1.87581363416382e-06
1999,"oth_forage",NA,357.170028273712,19.0102424381007,1972.27224744314,1.87581363416382e-06
2000,"oth_forage",NA,731.896709086799,39.5187077067399,4410.97880767657,1.87581363416382e-06
2001,"oth_forage",NA,875.536786797576,49.2527922820801,4858.33677743947,1.87581363416382e-06
2002,"oth_forage",NA,1424.9661053105,80.287744449806,5753.24939882752,1.87581363416382e-06
2003,"oth_forage",NA,4499.31676613298,232.034545311898,9174.1029563864,1.87581363416382e-06
2004,"oth_forage",NA,1889.31443389917,97.5637778432102,5401.85954403261,1.87581363416382e-06
2005,"oth_forage",NA,1616.98670525183,83.7243979508261,4268.50461677441,1.87581363416382e-06
2006,"oth_forage",NA,610.655629524072,31.4921595219333,2226.34557577035,1.87581363416382e-06
2007,"oth_forage",NA,896.168568048619,46.2163650657332,4234.38471954832,1.87581363416382e-06
2008,"oth_forage",NA,401.430745261185,20.7297945473627,1390.97792877367,1.87581363416382e-06
2009,"oth_forage",NA,338.514125976989,18.5783762669605,1543.94556417763,1.87581363416382e-06
2010,"oth_forage",NA,1189.52745638121,61.3451945759882,4738.28145126046,1.87581363416382e-06
2011,"oth_forage",NA,2108.31977233869,108.728290354881,4899.40915825291,1.87581363416382e-06
2012,"oth_forage",NA,306.308440771205,16.6856839869341,1083.66391730804,1.87581363416382e-06
2013,"oth_forage",NA,239.746253012948,12.9075043708429,1175.35745307899,1.87581363416382e-06
2014,"oth_forage",NA,1826.78244105039,94.2091110995937,6024.93075722522,1.87581363416382e-06
2015,"oth_forage",NA,368.079268589918,18.9822388965519,1791.29157937857,1.87581363416382e-06
2016,"oth_forage",NA,480.714925438503,24.7909793745492,1916.0226433604,1.87581363416382e-06
2017,"oth_forage",NA,299.531604687605,15.4471630500393,1196.90418423633,1.87581363416382e-06
2018,"oth_forage",NA,149.741941331301,7.7223509872571,718.266724838465,1.87581363416382e-06
2019,"oth_forage",NA,420.304319370964,22.2760843745369,2024.95781657589,1.87581363416382e-06
2021,"oth_forage",NA,238.778697881302,13.5181817926975,761.949186422014,1.87581363416382e-06
2022,"oth_forage",NA,199.799197696082,10.30385687446,593.848473666266,1.87581363416382e-06
2023,"oth_forage",NA,314.507041073611,16.2194622130655,921.555092811867,1.87581363416382e-06
1985,"oth_rockfish",NA,35.9031542570727,4.3538969792575,36.1700958823529,1.87581363416382e-06
1987,"oth_rockfish",NA,50.6573855251223,10.1314771050244,51.7019776,1.87581363416382e-06
1991,"oth_rockfish",NA,792.693278090399,85.9796578629608,858.260401016949,1.87581363416382e-06
1992,"oth_rockfish",NA,13.6465102076268,1.65488244138573,13.7479726470588,1.87581363416382e-06
1993,"oth_rockfish",NA,85.4474605900552,10.2866654371464,86.0734576811594,1.87581363416382e-06
1994,"oth_rockfish",NA,46.2664747616374,5.56982903345093,46.605427826087,1.87581363416382e-06
1995,"oth_rockfish",NA,47.9033814338063,5.94168320206778,63.0437438,1.87581363416382e-06
1996,"oth_rockfish",NA,36.3054731794694,7.26109463589387,37.0541184,1.87581363416382e-06
1997,"oth_rockfish",NA,125.322035546293,15.0870001596856,126.240157971014,1.87581363416382e-06
1998,"oth_rockfish",NA,350.893203362625,68.8158188897349,537.58252,1.87581363416382e-06
1999,"oth_rockfish",NA,193.84982187476,24.0441112064012,277.02843815,1.87581363416382e-06
2003,"oth_rockfish",NA,37.1819721097827,7.29198466698633,55.3532,1.87581363416382e-06
2005,"oth_rockfish",NA,36.002844910032,4.72740513793812,36.3172862068966,1.87581363416382e-06
2006,"oth_rockfish",NA,296.382060263655,30.4081577776908,356.640331304348,1.87581363416382e-06
2009,"oth_rockfish",NA,67.9845681205473,7.33096451547669,121.552415,1.87581363416382e-06
2010,"oth_rockfish",NA,51.7532727778571,6.68131878601234,52.190017,1.87581363416382e-06
2011,"oth_rockfish",NA,54.7318164317752,10.7337923076923,55.81572,1.87581363416382e-06
2012,"oth_rockfish",NA,35.9172973376124,7.04396153846154,36.6286,1.87581363416382e-06
2013,"oth_rockfish",NA,38.9603921833246,7.64076153846154,39.73196,1.87581363416382e-06
2014,"oth_rockfish",NA,27.6950891487171,5.43145384615385,28.24356,1.87581363416382e-06
2015,"oth_rockfish",NA,141.713366410293,18.2951169347352,142.909281,1.87581363416382e-06
2016,"oth_rockfish",NA,19.8826955648114,2.56684496000756,20.050485,1.87581363416382e-06
2017,"oth_rockfish",NA,122.114133019026,10.7515499091769,169.319601115942,1.87581363416382e-06
2018,"oth_rockfish",NA,1071.94782451153,210.226264412985,1592.68016,1.87581363416382e-06
2022,"oth_rockfish",NA,43.1010228397633,5.56431812209696,43.464751,1.87581363416382e-06
2023,"oth_rockfish",NA,162.606727309382,31.8898029073846,165.8269751184,1.87581363416382e-06
1982,"oth_skate",NA,10919.7523613584,602.02543553035,96191.5119136604,1.87581363416382e-06
1983,"oth_skate",NA,10678.6545152401,568.367430572489,74326.1521557477,1.87581363416382e-06
1984,"oth_skate",NA,5187.35851127618,373.394236119689,10665.3397460524,1.87581363416382e-06
1985,"oth_skate",NA,3673.91305876678,246.023415373425,10048.6682333697,1.87581363416382e-06
1986,"oth_skate",NA,33739.3176533587,1793.22450133471,140365.399280267,1.87581363416382e-06
1987,"oth_skate",NA,25004.9165219181,1317.87481519395,159476.186298451,1.87581363416382e-06
1988,"oth_skate",NA,37531.7100738893,2029.48244855136,140932.133896153,1.87581363416382e-06
1989,"oth_skate",NA,17904.6277591052,1180.59619277741,47053.6678762061,1.87581363416382e-06
1990,"oth_skate",NA,533.697994727606,47.73539982665,850.343200564103,1.87581363416382e-06
1991,"oth_skate",NA,14946.6552982782,883.814255644782,68599.0562167438,1.87581363416382e-06
1992,"oth_skate",NA,511.628712442649,30.4131701174452,829.128798300978,1.87581363416382e-06
1993,"oth_skate",NA,90.2617694614305,7.27350066055855,158.478658524638,1.87581363416382e-06
1994,"oth_skate",NA,44.9432466666712,4.01984618704871,157.210103666667,1.87581363416382e-06
1995,"oth_skate",NA,113.499620782621,7.50026605577553,251.740048821552,1.87581363416382e-06
1996,"oth_skate",NA,12242.3252667042,632.190958357331,68760.5701140838,1.87581363416382e-06
1997,"oth_skate",NA,15703.0711892874,845.424933504334,71846.8275157099,1.87581363416382e-06
1998,"oth_skate",NA,3183.45592970851,179.367421582258,9507.44712479883,1.87581363416382e-06
1999,"oth_skate",NA,10179.6899263472,601.937684077427,30019.0150256508,1.87581363416382e-06
2000,"oth_skate",NA,4973.48776954736,257.863328567659,24528.2975760958,1.87581363416382e-06
2001,"oth_skate",NA,2600.58769534912,159.153382325424,17620.845606355,1.87581363416382e-06
2002,"oth_skate",NA,2600.30442462172,157.95724467881,18816.3925393802,1.87581363416382e-06
2003,"oth_skate",NA,8321.73825467957,492.074698616858,32853.8648102084,1.87581363416382e-06
2004,"oth_skate",NA,1699.4796860397,91.629803774285,14886.9530330644,1.87581363416382e-06
2005,"oth_skate",NA,5451.0842931338,282.246445898116,21027.5571525376,1.87581363416382e-06
2006,"oth_skate",NA,2798.46219810736,150.229322055618,18826.8897955069,1.87581363416382e-06
2007,"oth_skate",NA,3928.01842196356,220.968300058287,17431.9138735198,1.87581363416382e-06
2008,"oth_skate",NA,4570.16264873954,246.406656202178,19770.4323502373,1.87581363416382e-06
2009,"oth_skate",NA,3497.62979422203,217.752919661356,20502.9267969269,1.87581363416382e-06
2010,"oth_skate",NA,3221.02234749869,220.184554738205,19148.9844743133,1.87581363416382e-06
2011,"oth_skate",NA,4330.82118194468,296.04884124377,17872.6191198027,1.87581363416382e-06
2012,"oth_skate",NA,3042.29311465432,189.404896217432,16863.640304656,1.87581363416382e-06
2013,"oth_skate",NA,6619.53849412623,405.109176920912,27121.9835490524,1.87581363416382e-06
2014,"oth_skate",NA,4849.15075961266,250.075855988823,24529.3921783331,1.87581363416382e-06
2015,"oth_skate",NA,9047.60216541723,487.10652628829,39419.2124459962,1.87581363416382e-06
2016,"oth_skate",NA,7258.46821961689,421.889895713759,37139.3464314741,1.87581363416382e-06
2017,"oth_skate",NA,21573.888769093,1158.14703020685,66345.1204153321,1.87581363416382e-06
2018,"oth_skate",NA,13734.7069135127,739.451763230841,64023.088682042,1.87581363416382e-06
2019,"oth_skate",NA,6276.119776596,337.894930286863,38041.9397239228,1.87581363416382e-06
2021,"oth_skate",NA,7590.22102668401,426.983292123824,45723.6899940842,1.87581363416382e-06
2022,"oth_skate",NA,7964.92993979097,428.817413074469,45818.2810948974,1.87581363416382e-06
2023,"oth_skate",NA,21276.1141311275,1145.4674794323,80651.4645814206,1.87581363416382e-06
1982,"pac_ocean_perch",NA,144.449853991512,30.1198766656702,147.696323478261,1.87581363416382e-06
1983,"pac_ocean_perch",NA,27.7308136848208,5.54616273696417,28.3026432,1.87581363416382e-06
1984,"pac_ocean_perch",NA,4.34814293522958,0.869628587045916,4.4378048,1.87581363416382e-06
1985,"pac_ocean_perch",NA,612.657153675298,66.4519984163285,848.141299,1.87581363416382e-06
1986,"pac_ocean_perch",NA,87.8305565879423,9.52656142554486,133.193913898305,1.87581363416382e-06
1987,"pac_ocean_perch",NA,195.530105905099,22.1394248400204,215.861541418868,1.87581363416382e-06
1988,"pac_ocean_perch",NA,504.242415847878,54.0604614627402,571.293567333333,1.87581363416382e-06
1989,"pac_ocean_perch",NA,58.8282902625416,11.5371769230769,59.99332,1.87581363416382e-06
1990,"pac_ocean_perch",NA,183.015402230717,19.735058361481,222.377119,1.87581363416382e-06
1992,"pac_ocean_perch",NA,15178.8116095933,1636.77334979499,15444.08666,1.87581363416382e-06
1993,"pac_ocean_perch",NA,232.443207471067,46.4886414942133,237.2363552,1.87581363416382e-06
1994,"pac_ocean_perch",NA,68.0423993794448,7.33720062050145,97.561791,1.87581363416382e-06
1995,"pac_ocean_perch",NA,542.143617097953,58.8037315302606,549.8598014,1.87581363416382e-06
1996,"pac_ocean_perch",NA,41585.6555501006,5368.68504622193,41936.595574,1.87581363416382e-06
1997,"pac_ocean_perch",NA,21134.3626199679,2265.84150806749,21373.9332652459,1.87581363416382e-06
1998,"pac_ocean_perch",NA,270.466038570937,29.1651029964523,284.534307,1.87581363416382e-06
1999,"pac_ocean_perch",NA,3471.76074702821,310.523721278821,3522.21463875,1.87581363416382e-06
2000,"pac_ocean_perch",NA,122.714268300867,15.3392835376084,194.513094583333,1.87581363416382e-06
2001,"pac_ocean_perch",NA,57.6081446144149,6.21204599287708,83.617217,1.87581363416382e-06
2002,"pac_ocean_perch",NA,5992.64525305056,649.993639144528,6247.07286,1.87581363416382e-06
2003,"pac_ocean_perch",NA,56190.6984195274,4527.97551510798,56918.1458138235,1.87581363416382e-06
2004,"pac_ocean_perch",NA,96273.4252929249,10442.3191122822,97106.0922284746,1.87581363416382e-06
2005,"pac_ocean_perch",NA,305839.47591389,33369.8225924054,308422.162616552,1.87581363416382e-06
2006,"pac_ocean_perch",NA,32609.0638479574,2619.22303800951,34286.8656725797,1.87581363416382e-06
2007,"pac_ocean_perch",NA,1876.73149515973,202.373161681309,2060.325905,1.87581363416382e-06
2008,"pac_ocean_perch",NA,188.240822374549,20.2985299067435,292.261904,1.87581363416382e-06
2009,"pac_ocean_perch",NA,95.6749129000329,10.316891184008,188.023972,1.87581363416382e-06
2010,"pac_ocean_perch",NA,182.86282001178,19.7186049976714,344.85566,1.87581363416382e-06
2011,"pac_ocean_perch",NA,245.513038545508,26.4743518039648,544.908693,1.87581363416382e-06
2012,"pac_ocean_perch",NA,80235.3477463916,6444.65821711153,81192.8628746957,1.87581363416382e-06
2013,"pac_ocean_perch",NA,244613.211554344,26377.3209641043,256464.047378,1.87581363416382e-06
2014,"pac_ocean_perch",NA,24968.4816148284,2692.42061520601,25416.090659,1.87581363416382e-06
2015,"pac_ocean_perch",NA,73337.7641390089,7908.21448764901,83496.188154,1.87581363416382e-06
2016,"pac_ocean_perch",NA,86754.3091358564,6968.27379635025,90170.6078174493,1.87581363416382e-06
2017,"pac_ocean_perch",NA,24352.286755486,1956.02274249826,33807.9155950145,1.87581363416382e-06
2018,"pac_ocean_perch",NA,39188.3415073306,4225.78754197888,52609.892446,1.87581363416382e-06
2019,"pac_ocean_perch",NA,3306.07468843463,356.5032020716,5399.88296,1.87581363416382e-06
2021,"pac_ocean_perch",NA,1793.92054378125,193.443427142552,3372.840296,1.87581363416382e-06
2022,"pac_ocean_perch",NA,119338.825134266,10466.7073598687,127343.572263091,1.87581363416382e-06
2023,"pac_ocean_perch",NA,10048.4442892644,807.110467853713,18996.6078556488,1.87581363416382e-06
1982,"pandalid",NA,262.713136536202,14.3750232604539,1693.5882602716,1.87581363416382e-06
1983,"pandalid",NA,466.000593019319,25.969197753686,2215.63702760528,1.87581363416382e-06
1984,"pandalid",NA,218.152621764352,11.5783389772576,972.345928716741,1.87581363416382e-06
1985,"pandalid",NA,214.525958883392,11.3380492339957,1185.82252457945,1.87581363416382e-06
1986,"pandalid",NA,364.448125326699,19.3701993180731,1576.26383299282,1.87581363416382e-06
1987,"pandalid",NA,270.824448859532,16.4211442448167,1438.58476838193,1.87581363416382e-06
1988,"pandalid",NA,612.382769617805,31.7079778919551,3558.99534920362,1.87581363416382e-06
1989,"pandalid",NA,380.038735325622,19.6776598161181,2500.03118718703,1.87581363416382e-06
1990,"pandalid",NA,613.698182517026,31.8616221004175,3527.29863863317,1.87581363416382e-06
1991,"pandalid",NA,1571.89396834192,81.4989057204342,7253.87624741287,1.87581363416382e-06
1992,"pandalid",NA,3430.99554209456,186.071858430085,10800.8023130244,1.87581363416382e-06
1993,"pandalid",NA,1934.92094695823,99.9188880506281,9856.16504259355,1.87581363416382e-06
1994,"pandalid",NA,667.956895078279,42.330048271614,3779.8944036176,1.87581363416382e-06
1995,"pandalid",NA,536.904933551527,30.1081336130336,2280.64809399887,1.87581363416382e-06
1996,"pandalid",NA,337.453868427512,17.4260428337737,2074.92496041389,1.87581363416382e-06
